title,release_year,genres,production_countries,region_tags,budget,revenue,vote_average,vote_count,original_language
The Howling: New Moon Rising,1995,['Horror'],['United Kingdom'],['Western Europe'],0,0,2.2,15,en
Call Me by Your Name,2017,"['Romance', 'Drama']","['Brazil', 'France', 'Italy', 'United States of America']","['North America', 'Latin America', 'Western Europe']",4696772,0,0,18,en
Resident Evil: The Final Chapter,2016,"['Action', 'Horror', 'Science Fiction']","['France', 'Australia', 'Canada', 'Germany']","['North America', 'Oceania', 'Western Europe']",40000000,312242626,5.9,1139,en
SelfieParty,2016,['Comedy'],['Ukraine'],['Eastern Europe'],0,0,0,0,uk
Nightjohn,1996,['Drama'],['United States of America'],['North America'],0,0,7,1,en
Escape from the 'Liberty' Cinema,1990,['Drama'],['Poland'],['Eastern Europe'],0,0,5.2,3,en
El Hilo Rojo,2016,"['Drama', 'Romance']",['Argentina'],['Latin America'],0,0,6.6,24,es
"Gilda, No Me Arrepiento de Este Amor",2016,"['Drama', 'Music']","['Uruguay', 'Argentina']","['Latin America', 'Other']",0,0,5.8,4,es
Dibu: La Película,1997,"['Animation', 'Comedy']",['Argentina'],['Latin America'],3000000,0,0,0,es
Dibu 2: La venganza de Nasty,1998,"['Comedy', 'Animation']",['Argentina'],['Latin America'],0,0,0,0,es
Night of Something Strange,2016,"['Comedy', 'Horror']",['United States of America'],['North America'],40000,0,6.1,19,en
American Summer,2016,"['Adventure', 'Comedy']",['Estonia'],['Other'],0,0,0,0,en
The Investigator,2008,"['Comedy', 'Crime', 'Drama', 'Thriller']",['Hungary'],['Eastern Europe'],650000,0,6.8,5,de
iBoy,2017,"['Action', 'Crime', 'Science Fiction', 'Thriller']",['United Kingdom'],['Western Europe'],1500000,0,6,315,en
L'ora legale,2017,['Comedy'],['Italy'],['Western Europe'],0,0,7,142,it
Finding Rin Tin Tin,2007,"['Drama', 'Family']",['United States of America'],['North America'],0,0,3,1,en
Die Beautiful,2016,"['Comedy', 'Drama']",['Philippines'],['Southeast Asia'],0,0,7.5,2,tl
Homo Sapiens,2016,['Documentary'],['Austria'],['Other'],0,0,7.3,6,de
The Film Critic,2013,"['Drama', 'Comedy', 'Foreign']",['Argentina'],['Latin America'],0,0,5,1,en
Human,2013,"['Documentary', 'Mystery']","['Argentina', 'Bolivia', 'Peru']","['Latin America', 'Other']",60000,0,8.8,2,es
Better Off Single,2016,['Comedy'],['United States of America'],['North America'],0,0,4.9,11,en
Catfight,2017,"['Comedy', 'Drama']",['United States of America'],['North America'],0,0,6.1,42,en
A Ghost Story,2017,"['Drama', 'Fantasy', 'Romance']",['United States of America'],['North America'],100000,15584255,6.8,95,en
Ghost in the Shell,2017,"['Action', 'Science Fiction', 'Thriller']","['Australia', 'New Zealand', 'United States of America', 'United Kingdom', 'India', 'China', 'Canada', 'Japan', 'Hong Kong']","['South Asia', 'East Asia', 'Western Europe', 'Oceania', 'North America']",110000000,169801921,5.9,2547,en
The Color of Lies,1999,"['Mystery', 'Drama', 'Crime']",['France'],['Western Europe'],0,0,4.9,11,en
As You Are,2016,"['Mystery', 'Drama']",['United States of America'],['North America'],0,0,7.3,10,en
Maalik,2016,"['Action', 'Drama']",['Pakistan'],['South Asia'],0,0,6.9,5,en
Lost in the Pacific,2016,"['Adventure', 'Science Fiction', 'Thriller']","['China', 'United States of America']","['North America', 'East Asia']",0,0,5.6,10,en
The Primary Instinct,2015,"['Drama', 'Documentary']",['United States of America'],['North America'],50234,0,7,7,en
Pork Pie,2017,"['Action', 'Comedy', 'Crime']",['New Zealand'],['Oceania'],0,0,6,9,en
Fragments of Antonin,2006,"['Drama', 'War']",['France'],['Western Europe'],0,0,7.5,4,fr
Journey To Greenland,2016,"['Drama', 'Comedy']",['France'],['Western Europe'],0,0,5.9,10,fr
Bill Burr: Walk Your Way Out,2017,['Comedy'],['United States of America'],['North America'],0,0,6.8,21,en
Delirium,2014,['Comedy'],['Argentina'],['Latin America'],0,0,5.5,4,es
Nocturama,2016,"['Drama', 'Thriller']","['Belgium', 'France', 'Germany']",['Western Europe'],0,0,7.1,32,fr
Stick Man,2016,"['Animation', 'Family']",['United Kingdom'],['Western Europe'],0,0,7.5,17,en
The Foster Boy,2011,['Drama'],"['Germany', 'Switzerland']",['Western Europe'],0,0,7,11,de
Dalida,2016,"['Drama', 'Romance']",['France'],['Western Europe'],0,0,6.8,57,fr
XX,2017,['Horror'],['United States of America'],['North America'],0,30911,5,106,en
Sadako vs. Kayako,2016,"['Thriller', 'Horror']",['Japan'],['East Asia'],0,0,5.5,39,ja
Kills on Wheels,2016,"['Action', 'Drama', 'Comedy']",['Hungary'],['Eastern Europe'],0,0,8,4,hu
Ok Jaanu,2017,"['Drama', 'Romance']",['India'],['South Asia'],0,345872,6,20,hi
Open Road,2013,"['Action', 'Drama', 'Thriller']","['Brazil', 'United States of America']","['North America', 'Latin America']",3000000,0,5.2,18,en
August 32nd on Earth,1998,"['Romance', 'Drama']",['Canada'],['North America'],0,0,5.9,8,fr
Ghostland: The View of the Ju'Hoansi,2016,['Documentary'],['Germany'],['Western Europe'],0,0,0,0,en
Ten Meter Tower,2016,['Documentary'],['Sweden'],['Northern Europe'],0,0,7,1,sv
"Ready, Steady, Charlie!",2003,"['Comedy', 'Romance']",['Switzerland'],['Western Europe'],0,0,6.8,6,de
The Friend,2008,['Drama'],['Switzerland'],['Western Europe'],0,0,6,2,de
Devolved,2010,['Comedy'],['United States of America'],['North America'],0,0,1.5,1,en
Die Geschichte vom Brandner Kaspar,2008,"['Comedy', 'Drama']",['Germany'],['Western Europe'],0,0,6.1,7,de
Late Bloomers,2006,['Comedy'],['Switzerland'],['Western Europe'],0,0,6.7,9,de
Hunger auf Leben,2004,['Drama'],['Germany'],['Western Europe'],0,0,0,0,de
Rascals on the Road,2006,"['Family', 'Comedy']",['Switzerland'],['Western Europe'],0,0,7.1,7,de
Stan Lee Presents: Mosiac,2007,"['Action', 'Animation', 'Fantasy']",['United States of America'],['North America'],0,0,5,1,en
Never Cry Werewolf,2008,['Horror'],['Canada'],['North America'],0,0,5.3,32,fr
Offroad,2012,['Comedy'],['Germany'],['Western Europe'],0,0,5.3,12,de
Zettl,2012,['Comedy'],['Germany'],['Western Europe'],0,0,5.5,4,de
The Ring Thing,2004,['Comedy'],['Switzerland'],['Western Europe'],0,0,5.7,6,de
SAGA: Curse of the Shadow,2013,"['Action', 'Fantasy', 'Adventure']",['United States of America'],['North America'],0,0,5,27,en
Fifty Shades Darker,2017,"['Drama', 'Romance']",['United States of America'],['North America'],55000000,378827494,6,2341,en
Wilson,2017,"['Drama', 'Comedy']",['United States of America'],['North America'],0,653951,6.1,81,en
Lost & Found,2016,"['Adventure', 'Family', 'Mystery']","['Canada', 'United States of America']",['North America'],0,0,5.5,15,en
Attraction,2017,"['Drama', 'Romance', 'Science Fiction']",['Russia'],['Eastern Europe'],6277106,0,6.1,51,ru
Family Heist,2017,['Comedy'],['France'],['Western Europe'],0,0,6,30,fr
Don't Knock Twice,2017,['Horror'],['United Kingdom'],['Western Europe'],0,0,5.3,136,en
The Ticket,2017,['Drama'],['United States of America'],['North America'],0,0,5.6,22,en
Blind Vaysha,2016,['Animation'],['Canada'],['North America'],0,0,7.9,13,en
The Beautiful Beast,2013,"['Drama', 'Romance']",['United States of America'],['North America'],0,0,5.5,4,en
Tikkun,2015,['Drama'],['Israel'],['Middle East'],0,0,7,6,he
Cosy Dens,1999,"['Comedy', 'Drama']",['Czech Republic'],['Eastern Europe'],0,0,8.6,23,cs
Blood Curse,2006,"['Horror', 'Mystery']",['Portugal'],['Other'],0,0,5.9,8,pt
How to Draw a Perfect Circle,2009,['Drama'],['Portugal'],['Other'],0,0,5.3,7,pt
Lavender,2017,"['Drama', 'Thriller']","['Canada', 'United States of America']",['North America'],0,0,5.5,54,en
Detour,2017,['Thriller'],"['South Africa', 'United Kingdom']","['Africa', 'Western Europe']",0,0,5.9,38,en
My Father Die,2016,"['Action', 'Drama']",['United States of America'],['North America'],0,0,6.6,16,en
The Book of Love,2017,['Drama'],['United States of America'],['North America'],0,0,6.6,32,en
Red Billabong,2016,"['Action', 'Adventure', 'Thriller']",['Australia'],['Oceania'],0,0,5.1,7,en
Onus,2016,"['Thriller', 'Drama', 'Mystery']","['Norway', 'United Kingdom']","['Northern Europe', 'Western Europe']",0,0,6,1,en
The Hollow Point,2016,"['Action', 'Drama', 'Thriller']",['United States of America'],['North America'],0,0,6.5,53,en
Convenience,2015,"['Action', 'Comedy']",['United Kingdom'],['Western Europe'],0,0,5.5,14,en
A Sunday Kind of Love,2016,"['Drama', 'Fantasy', 'Romance']",['Canada'],['North America'],0,0,6.6,9,en
The Great Gilly Hopkins,2015,"['Comedy', 'Drama', 'Family']",['United States of America'],['North America'],5000000,0,6.1,53,en
Twilight Online,2014,"['Fantasy', 'Horror']",['Hong Kong'],['East Asia'],0,496000,6.5,2,cn
Hope,2013,['Drama'],['South Korea'],['East Asia'],0,0,8.1,36,ko
Zhongkui: Snow Girl and the Dark Crystal,2015,"['Action', 'Fantasy', 'Romance']","['United States of America', 'China', 'Hong Kong']","['North America', 'East Asia']",32000000,0,5.2,16,zh
You Will Be Mine,2009,"['Music', 'Drama']",['France'],['Western Europe'],3000000,0,5.8,18,fr
The Other Side of Hope,2017,"['Comedy', 'Drama']","['Finland', 'Germany']","['Northern Europe', 'Western Europe']",0,0,7.3,35,fi
Trumped: Inside the Greatest Political Upset of All Time,2017,['Documentary'],['United States of America'],['North America'],0,0,7.8,5,en
Lift me up,2015,['Family'],['United States of America'],['North America'],0,0,5.3,3,en
Chapter & Verse,2016,"['Drama', 'Crime']",['United States of America'],['North America'],4000000,0,7,1,en
Safe Harbor,2009,"['Drama', 'TV Movie']",['United States of America'],['North America'],0,0,4,1,en
Ozzy,2016,"['Animation', 'Family']","['Canada', 'Spain']","['North America', 'Western Europe']",10000000,0,6.2,30,es
Hickey,2017,['Comedy'],['United States of America'],['North America'],0,0,4.3,6,en
Tricks,2007,"['Comedy', 'Drama']",['Poland'],['Eastern Europe'],0,0,7.3,6,pl
The Man Who Was Too Free,2017,['Documentary'],['Russia'],['Eastern Europe'],0,77156,0,0,ru
Orphan,2017,['Drama'],['France'],['Western Europe'],0,0,6.6,7,fr
Black Snow,2017,"['Mystery', 'Drama', 'Crime', 'Thriller']","['Spain', 'Argentina']","['Latin America', 'Western Europe']",4000000,1440000,6,39,es
The Child's Eye,2010,"['Horror', 'Foreign']",['Germany'],['Western Europe'],4500000,0,4.3,11,cn
Neal Brennan: 3 Mics,2017,['Comedy'],['United States of America'],['North America'],0,0,7.1,9,en
Enemy Empire,2013,"['Adventure', 'Fantasy', 'Science Fiction', 'Western']",['United States of America'],['North America'],0,0,4.5,3,en
The Doors - Live at the Bowl '68,2012,['Music'],['United States of America'],['North America'],0,0,6.1,6,en
Lazy Eye,2016,"['Romance', 'Comedy', 'Drama']",['United States of America'],['North America'],0,0,6.7,6,en
"Michael Bolton's Big, Sexy Valentine's Day Special",2017,"['Comedy', 'Music']",['United States of America'],['North America'],0,0,8.3,6,en
Temps,2016,"['Romance', 'Comedy']",['United States of America'],['North America'],0,0,5.3,23,en
Eine Insel namens Udo,2011,"['Comedy', 'Romance']",['Germany'],['Western Europe'],0,0,5.9,11,de
Lucky and Zorba,1998,['Animation'],['Italy'],['Western Europe'],0,0,7.2,92,it
Mine,2016,"['Thriller', 'War']","['Italy', 'Spain', 'United States of America']","['North America', 'Western Europe']",0,0,6.5,321,en
A Decent Man,2016,['Drama'],['France'],['Western Europe'],0,0,6.1,7,fr
Third Guest,2016,"['Drama', 'Science Fiction']",['United Kingdom'],['Western Europe'],0,0,0,0,en
The Tip of the Iceberg,2016,"['Mystery', 'Thriller']",['Spain'],['Western Europe'],0,0,5.8,11,es
Lost in Florence,2017,"['Adventure', 'Drama', 'Romance']","['Italy', 'United States of America']","['North America', 'Western Europe']",0,0,4.6,10,en
Hunter Gatherer,2016,['Drama'],['United States of America'],['North America'],0,0,6.3,4,en
Bad Kids of Crestview Academy,2017,"['Mystery', 'Comedy', 'Thriller', 'Science Fiction', 'Fantasy']",['United States of America'],['North America'],5000000,0,4.8,13,en
Come Together,2016,"['Family', 'Drama', 'Comedy']",['United States of America'],['North America'],0,0,7.6,41,en
Leaving on the 15th Spring,2013,['Drama'],['Japan'],['East Asia'],0,0,6.3,3,ja
The Frontier,2016,"['Crime', 'Drama', 'Thriller']",['United States of America'],['North America'],0,0,6.2,7,en
Old Partner,2008,['Documentary'],['South Korea'],['East Asia'],0,0,7.7,6,ko
Postcard,2010,"['War', 'Drama', 'Romance']",['Japan'],['East Asia'],0,0,4.6,5,ja
Couple in a Hole,2016,"['Thriller', 'Drama']",['United Kingdom'],['Western Europe'],0,0,5.8,8,en
Take Me Far Away,2009,"['Drama', 'Family']",['Taiwan'],['East Asia'],0,0,6.1,5,zh
Tashi and the Monk,2015,['Documentary'],['India'],['South Asia'],0,0,9,2,en
Sarajevo,2014,"['Thriller', 'History']","['Austria', 'Czech Republic']","['Eastern Europe', 'Other']",0,0,7.1,7,de
Maiko Haaaan!!!,2007,['Comedy'],['Japan'],['East Asia'],0,0,6.5,2,en
King of the Belgians,2016,"['Comedy', 'Drama']","['Bulgaria', 'Belgium', 'Netherlands']","['Other', 'Western Europe']",0,0,5,12,en
Tiramisu,2002,"['Drama', 'Fantasy', 'Foreign', 'Romance', 'Science Fiction']",['Hong Kong'],['East Asia'],0,0,5.5,2,cn
Tykho Moon,1996,['Science Fiction'],"['France', 'Germany', 'United Kingdom']",['Western Europe'],0,0,5,5,fr
Queen of Spades,2016,['Thriller'],['Russia'],['Eastern Europe'],0,0,8,2,ru
Burnout 2,2016,"['Comedy', 'Action']",['Norway'],['Northern Europe'],0,0,8,6,no
Dreamfish,2016,"['Comedy', 'Romance']","['Estonia', 'Russia']","['Eastern Europe', 'Other']",0,0,0,0,ru
Flight of the Butterflies,2012,['Documentary'],"['United Kingdom', 'Mexico', 'Canada']","['North America', 'Latin America', 'Western Europe']",0,0,7.5,2,en
Sex in the Comix,2012,['Documentary'],['France'],['Western Europe'],0,0,5.7,3,fr
Pink,2016,"['Thriller', 'Drama']",['India'],['South Asia'],75000000,0,8,39,hi
The Taking of Tiger Mountain,2014,"['Thriller', 'War', 'Adventure']","['China', 'Hong Kong']",['East Asia'],0,228984,6.4,41,zh
Brabançonne,2014,"['Comedy', 'Romance']",['Belgium'],['Western Europe'],0,0,8,2,nl
To Stay Alive - A Method,2016,"['Music', 'Documentary']",['Netherlands'],['Western Europe'],0,0,0,0,en
The Forsaken Land,2006,['Drama'],"['Sri Lanka', 'France']","['South Asia', 'Western Europe']",0,0,3.4,4,si
An Eye for Beauty,2014,['Drama'],['Canada'],['North America'],0,40000,2.9,54,fr
Floyd Norman: An Animated Life,2016,['Documentary'],['United States of America'],['North America'],0,0,7.3,3,en
Fever Lake,1996,['Horror'],['United States of America'],['North America'],0,0,2.8,4,en
The Owners,2014,"['Comedy', 'Drama']",['Kazakhstan'],['Other'],0,0,5,1,kk
Heil,2015,['Comedy'],['Germany'],['Western Europe'],0,0,4.7,11,de
Smetto quando voglio: Masterclass,2017,"['Action', 'Comedy', 'Crime']",['Italy'],['Western Europe'],0,0,7.4,158,it
American Sharia,2015,"['Drama', 'Comedy']",['United States of America'],['North America'],0,0,10,1,en
Shepherds and Butchers,2017,['Drama'],"['Germany', 'South Africa', 'United States of America']","['Africa', 'North America', 'Western Europe']",0,0,6.9,16,en
The Swimmers,2014,['Horror'],['Thailand'],['Southeast Asia'],0,0,6,10,th
Cafe Noir,2009,"['Drama', 'Romance', 'Foreign']",['South Korea'],['East Asia'],0,0,8.5,4,en
Red Wine in the Dark Night,2015,"['Romance', 'Thriller']",['Thailand'],['Southeast Asia'],0,0,3.3,3,th
Eternal Summer,2006,"['Drama', 'Romance']",['Taiwan'],['East Asia'],0,254000,5.1,11,zh
Water Boyy,2015,['Romance'],['Thailand'],['Southeast Asia'],0,0,1,2,th
In Dubious Battle,2017,['Drama'],['United States of America'],['North America'],15000000,0,5.6,22,en
Classmates,2016,['Animation'],['Japan'],['East Asia'],0,0,7.8,18,ja
The Teacher's Diary,2014,"['Drama', 'Romance']",['Thailand'],['Southeast Asia'],0,0,7.2,10,th
Berlin Syndrome,2017,"['Mystery', 'Thriller', 'Drama', 'Horror']",['Australia'],['Oceania'],0,201719,6,100,en
Lemonade,2016,['Music'],['United States of America'],['North America'],0,0,8.8,45,en
Préjudice,2015,['Drama'],"['Netherlands', 'France', 'Belgium']",['Western Europe'],2800000,0,6.8,10,fr
Peacock,2015,"['Comedy', 'Drama', 'History', 'Romance']",['Czech Republic'],['Eastern Europe'],0,0,0,0,cs
Boys Love Gekijouban,2007,['Drama'],['Japan'],['East Asia'],0,0,4.8,4,ja
Dukhtar,2014,"['Drama', 'Thriller']","['Norway', 'Pakistan', 'United States of America']","['North America', 'South Asia', 'Northern Europe']",0,0,6.4,7,ur
The Beginning of Life,2016,['Documentary'],['Brazil'],['Latin America'],0,0,8.6,9,pt
When Hari Got Married,2013,['Documentary'],['India'],['South Asia'],0,0,6,1,en
Beauties of the Night,2016,['Documentary'],['Mexico'],['Latin America'],0,0,7.6,5,es
Trudell,2005,['Documentary'],['United States of America'],['North America'],0,0,4.5,2,en
1-Oct,2014,['Thriller'],['Nigeria'],['Africa'],2,0,8,1,en
Faith Connections,2013,"['Documentary', 'Drama']","['France', 'India']","['South Asia', 'Western Europe']",550000,0,4.2,3,hi
Dark Fortune,2016,['Drama'],['Switzerland'],['Western Europe'],0,0,0,0,de
All This Panic,2017,['Documentary'],['United States of America'],['North America'],0,0,0,0,en
The Clearstream Affair,2015,['Thriller'],['France'],['Western Europe'],0,0,5.9,43,fr
Cat Sick Blues,2015,['Horror'],['Australia'],['Oceania'],0,0,6,9,en
Dear God No!,2011,"['Horror', 'Comedy']",['United States of America'],['North America'],0,0,3.4,15,en
Edgar Allan Poe's Lighthouse Keeper,2016,['Horror'],['United States of America'],['North America'],0,0,5.4,8,en
Even Lambs Have Teeth,2015,['Thriller'],"['Canada', 'France']","['North America', 'Western Europe']",0,0,5.8,11,en
The Origin of Stitch,2005,['Animation'],['United States of America'],['North America'],0,0,6,1,en
Youth in Oregon,2017,"['Comedy', 'Drama']",['United States of America'],['North America'],0,0,6.9,11,en
Monster,2014,['Horror'],['South Korea'],['East Asia'],0,0,6.2,15,ko
Love Me Not,2006,['Drama'],['South Korea'],['East Asia'],0,0,6.9,9,ko
Mood of the Day,2016,"['Romance', 'Comedy']",['South Korea'],['East Asia'],0,0,7.3,15,ko
1 Litre of Tears,2005,['Drama'],['Japan'],['East Asia'],0,0,7.7,7,ja
Sketches of Kaitan City,2010,['Drama'],['Japan'],['East Asia'],0,0,5.5,2,ja
Coquille,1999,['Drama'],['Japan'],['East Asia'],0,0,8.8,2,ja
Tada's Do-It-All House,2011,['Drama'],['Japan'],['East Asia'],0,0,5.3,2,ja
Children of the Dark,2008,['Drama'],['Japan'],['East Asia'],0,0,7,3,en
All Around Us,2008,['Drama'],['Japan'],['East Asia'],0,0,8.3,3,ja
Hanging Garden,2005,"['Drama', 'Romance']",['Japan'],['East Asia'],0,0,7.4,7,ja
The Most Beautiful Night In The World,2008,['Drama'],['Japan'],['East Asia'],0,0,7.7,3,en
Mitsuko Delivers,2011,"['Drama', 'Comedy']",['Japan'],['East Asia'],0,0,4.3,2,ja
Tokyo Park,2011,['Drama'],['Japan'],['East Asia'],0,0,6,5,ja
Cartagena,2009,"['Drama', 'Romance']",['France'],['Western Europe'],0,0,6.1,12,fr
Be Sure to Share,2009,['Drama'],['Japan'],['East Asia'],0,0,6.5,4,ja
Pornography: A Thriller,2009,"['Thriller', 'Mystery']",['United States of America'],['North America'],0,0,5.2,7,en
Song to Song,2017,"['Drama', 'Music', 'Romance']",['United States of America'],['North America'],10000000,443684,5.4,179,en
To the Bone,2017,['Drama'],['United States of America'],['North America'],0,0,7.3,714,en
Girlfriend's Day,2017,"['Comedy', 'Drama']",['United States of America'],['North America'],0,0,4.5,34,en
To Walk Invisible,2016,['Drama'],['United Kingdom'],['Western Europe'],0,0,7.8,11,en
Have a Nice Day,2017,"['Animation', 'Crime']",['China'],['East Asia'],0,0,6,2,zh
Higglety Pigglety Pop! or There Must Be More to Life,2010,"['Family', 'Fantasy']",['Canada'],['North America'],0,0,5,1,en
The Up in Smoke Tour,2000,"['Documentary', 'Music']",['United States of America'],['North America'],0,0,7.7,18,en
Clarisse or Something About Us,2015,"['Mystery', 'Drama', 'Fantasy', 'Horror']",['Brazil'],['Latin America'],0,0,0,0,pt
American Fable,2017,"['Drama', 'Thriller']",['United States of America'],['North America'],0,0,6.3,27,en
Fögi Is a Bastard,1998,"['Drama', 'Foreign', 'Music', 'Romance']","['France', 'Switzerland']",['Western Europe'],0,0,5.9,11,en
You Can't Kill Stephen King,2012,"['Comedy', 'Horror']",['United States of America'],['North America'],0,0,4.3,13,en
Coda,2013,"['Drama', 'Animation']",['Ireland'],['Other'],0,0,8.4,11,en
Katherine Ryan: In Trouble,2017,['Comedy'],['United Kingdom'],['Western Europe'],0,0,6.8,8,en
Teenage Kicks,2016,['Drama'],['Australia'],['Oceania'],0,0,7.7,3,en
Once Upon a Time Veronica,2012,['Drama'],"['Brazil', 'France']","['Latin America', 'Western Europe']",0,0,5.6,7,pt
Almost Adults,2016,"['Comedy', 'Drama', 'Romance']",['Canada'],['North America'],0,0,6,40,en
Blondie's New York and the Making of Parallel Lines,2014,"['Music', 'Documentary']",['United Kingdom'],['Western Europe'],0,0,3.9,4,en
A Sinner in Mecca,2015,['Documentary'],"['India', 'United States of America', 'Saudi Arabia']","['North America', 'South Asia', 'Middle East']",0,0,7.7,3,en
My Blind Date with Life,2017,['Comedy'],['Germany'],['Western Europe'],0,0,7.4,33,de
Through the Air,2015,['Drama'],"['Belgium', 'France']",['Western Europe'],0,0,6.6,8,fr
Girl in the Sunny Place,2013,"['Drama', 'Romance', 'Fantasy']",['Japan'],['East Asia'],0,0,6.5,5,ja
A Good Wife,2017,['Drama'],"['Bosnia and Herzegovina', 'Serbia', 'Croatia']",['Other'],0,0,7,6,sr
Spoor,2017,"['Crime', 'Drama', 'Mystery', 'Thriller']","['Poland', 'Slovakia', 'Germany', 'Czech Republic', 'Sweden']","['Eastern Europe', 'Other', 'Northern Europe', 'Western Europe']",0,0,7.6,12,pl
God's Own Country,2017,"['Romance', 'Drama']",['United Kingdom'],['Western Europe'],0,0,5.4,8,en
A Fantastic Woman,2017,['Drama'],"['France', 'Chile', 'Spain', 'Germany']","['Latin America', 'Western Europe']",0,0,7.2,13,es
Colo,2017,['Drama'],"['France', 'Portugal']","['Other', 'Western Europe']",0,0,0,0,pt
White Wolves - A Cry in the Wild II,1993,"['Action', 'Family', 'Adventure']",['United States of America'],['North America'],0,0,5.5,2,en
Peluca,2003,['Comedy'],['United States of America'],['North America'],0,0,7,4,en
"Ana, My Love",2017,['Drama'],"['Romania', 'France', 'Germany']","['Eastern Europe', 'Western Europe']",0,0,0,3,fr
Hostages,2017,['Drama'],"['Poland', 'Georgia', 'Russia']","['Eastern Europe', 'Other']",0,0,9,3,en
Kill Ratio,2016,['Action'],['United States of America'],['North America'],0,0,3.9,13,en
Trash Fire,2016,"['Comedy', 'Horror', 'Romance']",['United States of America'],['North America'],0,0,6.2,19,en
Everything Will Be OK,2006,"['Animation', 'Drama']",['United States of America'],['North America'],0,0,8.2,19,en
Lovesong,2017,"['Drama', 'Romance']",['United States of America'],['North America'],0,6700,6.4,30,en
Gangs,2009,"['Comedy', 'Drama']",['Germany'],['Western Europe'],0,0,4.4,9,de
Germany: A Summer's Fairytale,2006,['Documentary'],['Germany'],['Western Europe'],0,0,7.2,15,de
Dieter - The Movie,2006,"['Animation', 'Comedy']",['Germany'],['Western Europe'],6907750,0,2.7,7,de
Jen Kirkman: Just Keep Livin',2017,['Comedy'],['United States of America'],['North America'],0,0,7.6,7,en
Colin Quinn: The New York Story,2016,['Comedy'],['United States of America'],['North America'],0,0,6.3,3,en
The Fabulous Patars,2016,['Comedy'],['France'],['Western Europe'],0,0,6.8,28,fr
As I Open My Eyes,2015,['Drama'],"['United Arab Emirates', 'Tunisia', 'France', 'Belgium']","['Other', 'Western Europe', 'Middle East']",0,0,7.3,12,fr
Hôtel Normandy,2013,['Comedy'],['France'],['Western Europe'],0,0,4.9,14,fr
The Fourth Annual 'On Cinema' Oscar Special,2016,['Comedy'],['United States of America'],['North America'],0,0,0,0,en
They Nest,2000,"['Science Fiction', 'Horror']",['United States of America'],['North America'],4000000,0,4.7,15,en
Major Grom,2017,"['Action', 'Adventure', 'Science Fiction', 'Drama']",['Russia'],['Eastern Europe'],0,0,6.6,14,ru
The Cradle,2007,"['Horror', 'Thriller']",['United States of America'],['North America'],0,0,4.1,2,en
Queen of Spades: The Dark Rite,2015,"['Thriller', 'Horror', 'Mystery']",['Russia'],['Eastern Europe'],1000000,2228115,5.3,10,ru
Drifter,2016,"['Crime', 'Horror', 'Thriller']",['United States of America'],['North America'],0,0,6.7,3,en
Everybody Loves Somebody,2017,"['Romance', 'Comedy']",['Mexico'],['Latin America'],2000000,0,6.3,22,en
The Reconquest,2016,"['Romance', 'Drama']",['Spain'],['Western Europe'],0,0,4,5,es
Max Rose,2016,['Drama'],['United States of America'],['North America'],0,0,5,2,en
Matt Besser: Besser Breaks The Record,2016,['Comedy'],['United States of America'],['North America'],0,0,0,0,en
Tony Hinchcliffe: One Shot,2016,['Comedy'],['United States of America'],['North America'],0,0,8.3,4,en
Whitney Cummings: I'm Your Girlfriend,2016,['Comedy'],['United States of America'],['North America'],0,0,6,3,en
Alonzo Bodden: Historically Incorrect,2016,['Comedy'],['United States of America'],['North America'],0,0,8,1,en
Theo Von: No Offense,2016,['Comedy'],['United States of America'],['North America'],0,0,7.7,3,en
Steve-O: Guilty as Charged,2016,['Comedy'],['United States of America'],['North America'],0,0,6.2,5,en
Stephen Lynch: Hello Kalamazoo,2016,"['Music', 'Comedy']",['United States of America'],['North America'],0,0,10,1,en
Cameron Esposito: Marriage Material,2016,['Comedy'],['United States of America'],['North America'],0,0,7,1,en
Nikki Glaser: Perfect,2016,['Comedy'],['United States of America'],['North America'],0,0,7,3,en
Rachel Feinstein: Only Whores Wear Purple,2016,['Comedy'],['United States of America'],['North America'],0,0,0,0,en
Chris Hardwick: Funcomfortable,2016,['Comedy'],['United States of America'],['North America'],0,0,7,3,en
Gary Gulman: It's About Time,2016,['Comedy'],['United States of America'],['North America'],0,500,7.7,3,en
Michael Ian Black: Noted Expert,2016,['Comedy'],['United States of America'],['North America'],0,0,7.7,3,en
Brad Williams: Daddy Issues,2016,['Comedy'],['United States of America'],['North America'],0,0,9,1,en
Quincy Jones: Burning the Light,2016,['Comedy'],['United States of America'],['North America'],0,0,6,1,en
Ben Gleib: Neurotic Gangster,2016,['Comedy'],['United States of America'],['North America'],0,0,0,0,en
Willie Barcena: The Truth Hurts,2016,['Comedy'],['United States of America'],['North America'],0,0,0,0,en
Josh Blue: Delete,2016,['Comedy'],['United States of America'],['North America'],0,0,1,1,en
Godfrey: Regular Black,2016,['Comedy'],['United States of America'],['North America'],0,0,0,0,en
Martin Lawrence Doin�?Time,2016,['Comedy'],['United States of America'],['North America'],0,0,6.3,5,en
Doug Stanhope: No Place Like Home,2016,['Comedy'],['United States of America'],['North America'],0,0,6.7,3,en
Sebastian Maniscalco: Why Would You Do That?,2016,['Comedy'],['United States of America'],['North America'],0,0,10,2,en
Lewis Black: Black to the Future,2016,['Comedy'],['United States of America'],['North America'],0,0,6,1,en
Jena Friedman: American Cunt,2016,['Comedy'],['United States of America'],['North America'],0,0,0,0,en
